CurrentOfficial_Name,OperatorOwner_Country,Users,Orbit_Class,GEOlongitude,Perigee_km,Apogee_km,LaunchMass_kg,DryMass_kg,Power_watts,Launch_Date,ExpectedLifetime,Contractor_Country,Launch_Vehicle,GEOlatitude,Users_group,Vehicle_group,Year
Starlink-1483 ,USA,Commercial,LEO,0.0,549.0,551.0,227.0,,,2020-06-13,,USA,Falcon 9,0.0,Commercial,Falcon,2020
Starlink-1484,USA,Commercial,LEO,0.0,379.0,382.0,227.0,,,2020-06-13,,USA,Falcon 9,0.0,Commercial,Falcon,2020
Starlink-1485 ,USA,Commercial,LEO,0.0,378.0,381.0,227.0,,,2020-06-13,,USA,Falcon 9,0.0,Commercial,Falcon,2020
Starlink-1486,USA,Commercial,LEO,0.0,383.0,386.0,227.0,,,2020-06-13,,USA,Falcon 9,0.0,Commercial,Falcon,2020
Starlink-1487 ,USA,Commercial,LEO,0.0,383.0,385.0,227.0,,,2020-06-13,,USA,Falcon 9,0.0,Commercial,Falcon,2020
Starlink-1488 ,USA,Commercial,LEO,0.0,379.0,381.0,227.0,,,2020-06-13,,USA,Falcon 9,0.0,Commercial,Falcon,2020
Starlink-1489 ,USA,Commercial,LEO,0.0,378.0,381.0,227.0,,,2020-06-13,,USA,Falcon 9,0.0,Commercial,Falcon,2020
Starlink-1490 ,USA,Commercial,LEO,0.0,378.0,381.0,227.0,,,2020-06-13,,USA,Falcon 9,0.0,Commercial,Falcon,2020
Starlink-1491,USA,Commercial,LEO,0.0,378.0,381.0,227.0,,,2020-06-13,,USA,Falcon 9,0.0,Commercial,Falcon,2020
Starlink-1492 ,USA,Commercial,LEO,0.0,378.0,381.0,227.0,,,2020-06-13,,USA,Falcon 9,0.0,Commercial,Falcon,2020
Starlink-1493 ,USA,Commercial,LEO,0.0,383.0,391.0,227.0,,,2020-06-13,,USA,Falcon 9,0.0,Commercial,Falcon,2020
Starlink-1494,USA,Commercial,LEO,0.0,378.0,381.0,227.0,,,2020-06-13,,USA,Falcon 9,0.0,Commercial,Falcon,2020
Starlink-1495 ,USA,Commercial,LEO,0.0,378.0,381.0,227.0,,,2020-06-13,,USA,Falcon 9,0.0,Commercial,Falcon,2020
Starlink-1496,USA,Commercial,LEO,0.0,378.0,381.0,227.0,,,2020-06-13,,USA,Falcon 9,0.0,Commercial,Falcon,2020
Starlink-1497 ,USA,Commercial,LEO,0.0,379.0,381.0,227.0,,,2020-06-13,,USA,Falcon 9,0.0,Commercial,Falcon,2020
Starlink-1498,USA,Commercial,LEO,0.0,378.0,381.0,227.0,,,2020-06-13,,USA,Falcon 9,0.0,Commercial,Falcon,2020
Starlink-1499,USA,Commercial,LEO,0.0,378.0,381.0,227.0,,,2020-06-13,,USA,Falcon 9,0.0,Commercial,Falcon,2020
Starlink-1500,USA,Commercial,LEO,0.0,549.0,550.0,227.0,,,2020-06-13,,USA,Falcon 9,0.0,Commercial,Falcon,2020
Starlink-1501,USA,Commercial,LEO,0.0,378.0,381.0,227.0,,,2020-06-13,,USA,Falcon 9,0.0,Commercial,Falcon,2020
Starlink-1502,USA,Commercial,LEO,0.0,379.0,381.0,227.0,,,2020-06-13,,USA,Falcon 9,0.0,Commercial,Falcon,2020
Starlink-1503 ,USA,Commercial,LEO,0.0,549.0,551.0,227.0,,,2020-06-13,,USA,Falcon 9,0.0,Commercial,Falcon,2020
Starlink-1504,USA,Commercial,LEO,0.0,549.0,551.0,227.0,,,2020-06-13,,USA,Falcon 9,0.0,Commercial,Falcon,2020
Starlink-1505 ,USA,Commercial,LEO,0.0,378.0,381.0,227.0,,,2020-06-13,,USA,Falcon 9,0.0,Commercial,Falcon,2020
Starlink-1506 ,USA,Commercial,LEO,0.0,549.0,551.0,227.0,,,2020-06-13,,USA,Falcon 9,0.0,Commercial,Falcon,2020
Starlink-1507 ,USA,Commercial,LEO,0.0,549.0,550.0,227.0,,,2020-06-13,,USA,Falcon 9,0.0,Commercial,Falcon,2020
Starlink-1508 ,USA,Commercial,LEO,0.0,378.0,381.0,227.0,,,2020-06-13,,USA,Falcon 9,0.0,Commercial,Falcon,2020
Starlink-1509 ,USA,Commercial,LEO,0.0,383.0,386.0,227.0,,,2020-06-13,,USA,Falcon 9,0.0,Commercial,Falcon,2020
Starlink-1510 ,USA,Commercial,LEO,0.0,379.0,381.0,227.0,,,2020-06-13,,USA,Falcon 9,0.0,Commercial,Falcon,2020
Starlink-1511 ,USA,Commercial,LEO,0.0,382.0,385.0,227.0,,,2020-06-13,,USA,Falcon 9,0.0,Commercial,Falcon,2020
Starlink-1512,USA,Commercial,LEO,0.0,378.0,381.0,227.0,,,2020-06-13,,USA,Falcon 9,0.0,Commercial,Falcon,2020
Starlink-1513 ,USA,Commercial,LEO,0.0,378.0,381.0,227.0,,,2020-06-13,,USA,Falcon 9,0.0,Commercial,Falcon,2020
Starlink-1516 ,USA,Commercial,LEO,0.0,377.0,378.0,227.0,,,2020-06-13,,USA,Falcon 9,0.0,Commercial,Falcon,2020
Starlink-1517 ,USA,Commercial,LEO,0.0,379.0,381.0,227.0,,,2020-06-13,,USA,Falcon 9,0.0,Commercial,Falcon,2020
Starlink-1521 ,USA,Commercial,LEO,0.0,378.0,380.0,227.0,,,2020-06-13,,USA,Falcon 9,0.0,Commercial,Falcon,2020
Starlink-21 ,USA,Commercial,LEO,0.0,548.0,552.0,227.0,,,2019-05-24,,USA,Falcon 9,0.0,Commercial,Falcon,2019
Starlink-23 ,USA,Commercial,LEO,0.0,548.0,552.0,227.0,,,2019-05-24,,USA,Falcon 9,0.0,Commercial,Falcon,2019
Starlink-24 ,USA,Commercial,LEO,0.0,549.0,551.0,227.0,,,2019-05-24,,USA,Falcon 9,0.0,Commercial,Falcon,2019
Starlink-25 ,USA,Commercial,LEO,0.0,548.0,552.0,227.0,,,2019-05-24,,USA,Falcon 9,0.0,Commercial,Falcon,2019
Starlink-26 ,USA,Commercial,LEO,0.0,538.0,541.0,227.0,,,2019-05-24,,USA,Falcon 9,0.0,Commercial,Falcon,2019
Starlink-27 ,USA,Commercial,LEO,0.0,548.0,552.0,227.0,,,2019-05-24,,USA,Falcon 9,0.0,Commercial,Falcon,2019
Starlink-29 ,USA,Commercial,LEO,0.0,438.0,449.0,227.0,,,2019-05-24,,USA,Falcon 9,0.0,Commercial,Falcon,2019
Starlink-30 ,USA,Commercial,LEO,0.0,549.0,551.0,227.0,,,2019-05-24,,USA,Falcon 9,0.0,Commercial,Falcon,2019
Starlink-31,USA,Commercial,LEO,0.0,548.0,552.0,227.0,,,2019-05-24,,USA,Falcon 9,0.0,Commercial,Falcon,2019
Starlink-32 ,USA,Commercial,LEO,0.0,548.0,552.0,227.0,,,2019-05-24,,USA,Falcon 9,0.0,Commercial,Falcon,2019
Starlink-33 ,USA,Commercial,LEO,0.0,548.0,552.0,227.0,,,2019-05-24,,USA,Falcon 9,0.0,Commercial,Falcon,2019
Starlink-34 ,USA,Commercial,LEO,0.0,548.0,552.0,227.0,,,2019-05-24,,USA,Falcon 9,0.0,Commercial,Falcon,2019
Starlink-35 ,USA,Commercial,LEO,0.0,549.0,551.0,227.0,,,2019-05-24,,USA,Falcon 9,0.0,Commercial,Falcon,2019
Starlink-36 ,USA,Commercial,LEO,0.0,548.0,551.0,227.0,,,2019-05-24,,USA,Falcon 9,0.0,Commercial,Falcon,2019
Starlink-37 ,USA,Commercial,LEO,0.0,548.0,552.0,227.0,,,2019-05-24,,USA,Falcon 9,0.0,Commercial,Falcon,2019
Starlink-38 ,USA,Commercial,LEO,0.0,548.0,552.0,227.0,,,2019-05-24,,USA,Falcon 9,0.0,Commercial,Falcon,2019
Starlink-39 ,USA,Commercial,LEO,0.0,548.0,551.0,227.0,,,2019-05-24,,USA,Falcon 9,0.0,Commercial,Falcon,2019
Starlink-40 ,USA,Commercial,LEO,0.0,548.0,552.0,227.0,,,2019-05-24,,USA,Falcon 9,0.0,Commercial,Falcon,2019
Starlink-42 ,USA,Commercial,LEO,0.0,548.0,551.0,227.0,,,2019-05-24,,USA,Falcon 9,0.0,Commercial,Falcon,2019
Starlink-43 ,USA,Commercial,LEO,0.0,478.0,481.0,227.0,,,2019-05-24,,USA,Falcon 9,0.0,Commercial,Falcon,2019
Starlink-44 ,USA,Commercial,LEO,0.0,549.0,551.0,227.0,,,2019-05-24,,USA,Falcon 9,0.0,Commercial,Falcon,2019
Starlink-45,USA,Commercial,LEO,0.0,547.0,552.0,227.0,,,2019-05-24,,USA,Falcon 9,0.0,Commercial,Falcon,2019
Starlink-48 ,USA,Commercial,LEO,0.0,506.0,508.0,227.0,,,2019-05-24,,USA,Falcon 9,0.0,Commercial,Falcon,2019
Starlink-49 ,USA,Commercial,LEO,0.0,548.0,552.0,227.0,,,2019-05-24,,USA,Falcon 9,0.0,Commercial,Falcon,2019
Starlink-50 ,USA,Commercial,LEO,0.0,548.0,552.0,227.0,,,2019-05-24,,USA,Falcon 9,0.0,Commercial,Falcon,2019
Starlink-51 ,USA,Commercial,LEO,0.0,548.0,552.0,227.0,,,2019-05-24,,USA,Falcon 9,0.0,Commercial,Falcon,2019
Starlink-53 ,USA,Commercial,LEO,0.0,548.0,551.0,227.0,,,2019-05-24,,USA,Falcon 9,0.0,Commercial,Falcon,2019
Starlink-54 ,USA,Commercial,LEO,0.0,548.0,552.0,227.0,,,2019-05-24,,USA,Falcon 9,0.0,Commercial,Falcon,2019
Starlink-55 ,USA,Commercial,LEO,0.0,548.0,551.0,227.0,,,2019-05-24,,USA,Falcon 9,0.0,Commercial,Falcon,2019
Starlink-56 ,USA,Commercial,LEO,0.0,548.0,552.0,227.0,,,2019-05-24,,USA,Falcon 9,0.0,Commercial,Falcon,2019
Starlink-57 ,USA,Commercial,LEO,0.0,549.0,551.0,227.0,,,2019-05-24,,USA,Falcon 9,0.0,Commercial,Falcon,2019
Starlink-58 ,USA,Commercial,LEO,0.0,549.0,552.0,227.0,,,2019-05-24,,USA,Falcon 9,0.0,Commercial,Falcon,2019
Starlink-59 ,USA,Commercial,LEO,0.0,548.0,552.0,227.0,,,2019-05-24,,USA,Falcon 9,0.0,Commercial,Falcon,2019
Starlink-61,USA,Commercial,LEO,0.0,530.0,533.0,227.0,,,2019-05-24,,USA,Falcon 9,0.0,Commercial,Falcon,2019
Starlink-63 ,USA,Commercial,LEO,0.0,549.0,551.0,227.0,,,2019-05-24,,USA,Falcon 9,0.0,Commercial,Falcon,2019
Starlink-64 ,USA,Commercial,LEO,0.0,546.0,554.0,227.0,,,2019-05-24,,USA,Falcon 9,0.0,Commercial,Falcon,2019
Starlink-65 ,USA,Commercial,LEO,0.0,548.0,551.0,227.0,,,2019-05-24,,USA,Falcon 9,0.0,Commercial,Falcon,2019
Starlink-66 ,USA,Commercial,LEO,0.0,548.0,552.0,227.0,,,2019-05-24,,USA,Falcon 9,0.0,Commercial,Falcon,2019
Starlink-68 ,USA,Commercial,LEO,0.0,549.0,551.0,227.0,,,2019-05-24,,USA,Falcon 9,0.0,Commercial,Falcon,2019
Starlink-69 ,USA,Commercial,LEO,0.0,549.0,551.0,227.0,,,2019-05-24,,USA,Falcon 9,0.0,Commercial,Falcon,2019
Starlink-70 ,USA,Commercial,LEO,0.0,548.0,552.0,227.0,,,2019-05-24,,USA,Falcon 9,0.0,Commercial,Falcon,2019
Starlink-71 ,USA,Commercial,LEO,0.0,548.0,552.0,227.0,,,2019-05-24,,USA,Falcon 9,0.0,Commercial,Falcon,2019
Starlink-72 ,USA,Commercial,LEO,0.0,548.0,552.0,227.0,,,2019-05-24,,USA,Falcon 9,0.0,Commercial,Falcon,2019
Starlink-73 ,USA,Commercial,LEO,0.0,548.0,552.0,227.0,,,2019-05-24,,USA,Falcon 9,0.0,Commercial,Falcon,2019
Starlink-74 ,USA,Commercial,LEO,0.0,548.0,552.0,227.0,,,2019-05-24,,USA,Falcon 9,0.0,Commercial,Falcon,2019
Starlink-75,USA,Commercial,LEO,0.0,546.0,551.0,227.0,,,2019-05-24,,USA,Falcon 9,0.0,Commercial,Falcon,2019
Starlink-76 ,USA,Commercial,LEO,0.0,549.0,551.0,227.0,,,2019-05-24,,USA,Falcon 9,0.0,Commercial,Falcon,2019
Starlink-77 ,USA,Commercial,LEO,0.0,548.0,552.0,227.0,,,2019-05-24,,USA,Falcon 9,0.0,Commercial,Falcon,2019
Starlink-78 ,USA,Commercial,LEO,0.0,548.0,552.0,227.0,,,2019-05-24,,USA,Falcon 9,0.0,Commercial,Falcon,2019
Starlink-79 ,USA,Commercial,LEO,0.0,548.0,552.0,227.0,,,2019-05-24,,USA,Falcon 9,0.0,Commercial,Falcon,2019
Starlink-81 ,USA,Commercial,LEO,0.0,548.0,551.0,227.0,,,2019-05-24,,USA,Falcon 9,0.0,Commercial,Falcon,2019
Starlink-1367,USA,Commercial,LEO,0.0,549.0,551.0,227.0,,,2020-04-22,,USA,Falcon 9,0.0,Commercial,Falcon,2020
Step Cube Lab,South Korea,Civil,LEO,0.0,492.0,505.0,1.0,,,2018-01-11,,South Korea,PSLV,0.0,Civil,PSLV,2018
STF-1,USA,Civil,LEO,0.0,494.0,512.0,4.0,,,2018-12-16,,USA,Electron,0.0,Civil,Electron,2018
STPSat-3,USA,Military,LEO,0.0,497.0,507.0,137.0,,,2013-11-19,3.0,USA,Minotaur 1,0.0,Military,Minotaur,2013
STPSat-4,USA,Military,LEO,0.0,415.0,422.0,10.0,,,2020-01-28,1.0,USA,Manual Deployment,0.0,Military,In-Space deployer,2020
STPSat-5,USA,Military,LEO,0.0,573.0,591.0,50.0,,,2018-12-03,,USA,Falcon 9,0.0,Military,Falcon,2018
STRaND-1,United Kingdom,Commercial,LEO,0.0,772.0,783.0,4.0,,,2013-02-25,,UK,PSLV,0.0,Commercial,PSLV,2013
Cosmos 2385,Russia,Military,LEO,0.0,,,225.0,,,2001-12-27,3.0,Russia,Tsyklon 3,0.0,Military,Tsyklon,2001
Cosmos 2386,Russia,Military,LEO,0.0,,,225.0,,,2001-12-27,3.0,Russia,Tsyklon 3,0.0,Military,Tsyklon,2001
Cosmos 2390,Russia,Military,LEO,0.0,,,225.0,,,2002-07-08,3.0,Russia,Kosmos 3M,0.0,Military,Kosmos,2002
Cosmos 2391,Russia,Military,LEO,0.0,,,225.0,,,2002-07-08,3.0,Russia,Kosmos 3M,0.0,Military,Kosmos,2002
Cosmos 2400,Russia,Military,LEO,0.0,,,225.0,,,2003-08-19,3.0,Russia,Kosmos 3M,0.0,Military,Kosmos,2003
Cosmos 2401,Russia,Military,LEO,0.0,,,225.0,,,2003-08-19,3.0,Russia,Kosmos 3M,0.0,Military,Kosmos,2003
Cosmos 2408,Russia,Military,LEO,0.0,,,225.0,,,2004-09-23,3.0,Russia,Kosmos 3M,0.0,Military,Kosmos,2004
Cosmos 2409,Russia,Military,LEO,0.0,,,225.0,,,2004-09-23,3.0,Russia,Kosmos 3M,0.0,Military,Kosmos,2004
STSat-2C,South Korea,Government,LEO,0.0,298.0,,93.0,,160.0,2013-01-30,2.0,South Korea,Naro-1,0.0,Government,Naro,2013
USA 205,USA,Military,LEO,0.0,867.0,879.0,,,,2009-05-05,,USA,Delta 2,0.0,Military,Delta,2009
USA 208,USA,Military,LEO,0.0,,,,,,2009-09-25,4.0,USA,Delta 2,0.0,Military,Delta,2009
USA 209,USA,Military,LEO,0.0,,,,,,2009-09-25,4.0,USA,Delta 2,0.0,Military,Delta,2009
Suomi-100,Finland,Civil,LEO,0.0,573.0,589.0,1.0,,,2018-12-03,,Finland,Falcon 9,0.0,Civil,Falcon,2018
Superbird 7,Japan,Commercial,GEO,143.77,,,,,,2008-08-14,15.0,Japan,Ariane 5 ECA,0.0,Commercial,Ariane,2008
Superbird 8/DSN 1,Japan,Military/Commercial,GEO,158.0,,,,,,2018-04-05,,Japan,Ariane 5,0.0,Dual,Ariane,2018
Superview 1-01,China,Commercial,LEO,0.0,352.0,525.0,560.0,,,2016-12-28,8.0,China,Long March 2D,0.0,Commercial,Long March,2016
Superview 1-02,China,Commercial,LEO,0.0,343.0,548.0,560.0,,,2016-12-28,8.0,China,Long March 2D,0.0,Commercial,Long March,2016
Superview 1-03,China,Commercial,LEO,0.0,517.0,535.0,560.0,,,2018-01-08,8.0,China,Long March 2D,0.0,Commercial,Long March,2018
Superview 1-04,China,Commercial,LEO,0.0,515.0,534.0,560.0,,,2018-01-08,8.0,China,Long March 2D,0.0,Commercial,Long March,2018
Swampsat-II,USA,Civil,LEO,0.0,459.0,476.0,5.0,,,2020-01-31,,USA,Nanorack Deployer,0.0,Civil,In-Space deployer,2020
SWARM-A,ESA,Government,LEO,0.0,473.0,476.0,468.0,369.0,608.0,2013-11-22,4.0,France,Rokot,0.0,Government,Rokot,2013
SWARM-B,ESA,Government,LEO,0.0,473.0,476.0,468.0,369.0,608.0,2013-11-22,4.0,France,Rokot,0.0,Government,Rokot,2013
SWARM-C,ESA,Government,LEO,0.0,486.0,496.0,468.0,369.0,608.0,2013-11-22,4.0,France,Rokot,0.0,Government,Rokot,2013
Swayam,India,Civil,LEO,0.0,500.0,518.0,1.0,,,2016-06-22,,India,PSLV XL,0.0,Civil,PSLV,2016
Swiatowid,Poland,Commercial,LEO,0.0,409.0,415.0,3.0,,,2019-07-12,,Poland,Nanorack Deployer,0.0,Commercial,In-Space deployer,2019
Swift,USA/United Kingdom/Italy,Government/Civil,LEO,0.0,571.0,590.0,,,,2004-11-20,7.0,USA,Delta 7320,0.0,Dual,Delta,2004
SwissCube,Switzerland,Civil,LEO,0.0,710.0,720.0,1.0,,,2009-09-23,1.0,Switzerland,PSLV,0.0,Civil,PSLV,2009
Syracuse 3A,France,Military,GEO,47.05,,,,,,2005-10-13,12.0,France/Italy,Ariane 5,0.0,Military,Ariane,2005
Syracuse 3B,France,Military,GEO,-5.17,,,,,,2006-08-11,12.0,France/Italy,Ariane 5,0.0,Military,Ariane,2006
TacSat 4,USA,Military,Elliptical,0.0,658.0,,450.0,,,2011-09-27,,USA,Minotaur 4,0.0,Military,Minotaur,2011
TacSat 6,USA,Military,LEO,0.0,443.0,886.0,,,,2013-12-05,,USA,Atlas 5,0.0,Military,Atlas,2013
TanDEM-X,Germany,Government,LEO,0.0,507.0,510.0,,,,2010-06-21,5.0,France/UK/Germany/Spain,Dnepr,0.0,Government,Dnepr,2010
Tangguo Guan,China,Commercial,LEO,0.0,640.0,940.0,25.0,,,2018-10-24,,China,Long March 4B,0.0,Commercial,Long March,2018
Tango,ESA,Government,Elliptical,0.0,,,,478.0,220.0,2000-08-09,4.0,International,Soyuz,0.0,Government,Soyuz,2000
TanSat,China,Government,LEO,0.0,690.0,718.0,620.0,,,2016-12-21,3.0,China,Long March 2D,0.0,Government,Long March,2016
Tanyusha No. 3,Russia,Civil,LEO,0.0,401.0,407.0,5.0,,,2018-08-15,,Russia,Manual Deployment,0.0,Civil,In-Space deployer,2018
Tanyusha No. 4,Russia,Civil,LEO,0.0,401.0,408.0,5.0,,,2018-08-15,,Russia,Manual Deployment,0.0,Civil,In-Space deployer,2018
TDO,USA,Military,Elliptical,0.0,216.0,,20.0,,,2019-08-08,,USA,Atlas 5,0.0,Military,Atlas,2019
TDRS-10,USA,Government,GEO,-40.75,,,,,,2002-12-04,11.0,USA,Atlas 2A,0.0,Government,Atlas,2002
TDRS-11,USA,Government,GEO,-171.0,,,,,,2013-01-31,15.0,USA,Atlas 5,0.0,Government,Atlas,2013
TDRS-12,USA,Government,GEO,-40.95,,,,,,2014-01-23,15.0,USA,Atlas 5,0.0,Government,Atlas,2014
TDRS-13,USA,Government,GEO,-149.75,,,,,,2017-08-18,15.0,USA,Atlas 5,0.0,Government,Atlas,2017
TDRS-3,USA,Government,GEO,84.41,,,,,,1988-09-29,10.0,USA,Space Shuttle (STS 26),0.0,Government,Space Shuttle,1988
TDRS-5,USA,Government/Commercial,GEO,-167.14,,,,,,1991-08-02,10.0,USA,Space Shuttle (STS 43),0.0,Dual,Space Shuttle,1991
TDRS-6,USA,Government/Commercial,GEO,-171.35,,,,,,1993-01-13,10.0,USA,Space Shuttle (STS 54),0.0,Dual,Space Shuttle,1993
TDRS-7,USA,Government,GEO,-150.53,,,,,,1995-07-13,10.0,USA,Space Shuttle (STS 70),0.0,Government,Space Shuttle,1995
TDRS-8,USA,Government,GEO,88.76,,,,,,2000-06-30,11.0,USA,Atlas 2A,0.0,Government,Atlas,2000
TDRS-9,USA,Government,GEO,-62.43,,,,,,2002-03-08,11.0,USA,Atlas 2A,0.0,Government,Atlas,2002
TechEdSat 10,USA,Government/Civil,LEO,0.0,413.0,419.0,9.0,,,2020-07-13,,USA,Nanorack Deployer,0.0,Dual,In-Space deployer,2020
Technosat,Germany,Civil,LEO,0.0,586.0,605.0,18.0,,,2017-07-14,2.0,Germany,Soyuz 2.1a,0.0,Civil,Soyuz,2017
TecSAR,Israel,Military,LEO,0.0,405.0,580.0,300.0,260.0,,2008-01-21,,Israel,PSLV C10,0.0,Military,PSLV,2008
TeLEOS 1,Singapore,Commercial,LEO,0.0,535.0,550.0,400.0,,,2015-12-16,5.0,Singapore,PSLV C29,0.0,Commercial,PSLV,2015
Telkom 2,Indonesia,Commercial,GEO,118.02,,,,899.0,,2005-11-16,15.0,USA,Ariane 5 ECA,0.0,Commercial,Ariane,2005
Telkom 3S,Indonesia,Commercial,GEO,117.97,,,,,,2017-02-14,18.0,France/Italy,Ariane 5 ECA,0.0,Commercial,Ariane,2017
Telstar 11N,Canada,Commercial,GEO,-37.05,,,,,,2009-02-26,15.0,USA,Zenit 3SLB,0.0,Commercial,Zenit,2009
Telstar 12,Multinational,Commercial,GEO,-14.99,,,,,,1999-10-19,13.0,USA,Ariane 44LP,0.0,Commercial,Ariane,1999
Telstar 12V,Canada,Commercial,GEO,-15.0,,,,,,2015-11-24,15.0,France/UK/Germany/Spain,H2A,0.0,Commercial,H2A,2015
Telstar 14R,Canada,Commercial,GEO,-63.0,,,,,,2011-05-20,15.0,USA,Proton,0.0,Commercial,Proton,2011
Telstar 18 Vantage,Canada,Commercial,GEO,138.0,,,,,,2018-09-10,15.0,USA,Falcon 9,0.0,Commercial,Falcon,2018
Telstar 19 Vantage,Canada,Commercial,GEO,-63.0,,,,,,2018-07-22,15.0,USA,Falcon 9,0.0,Commercial,Falcon,2018
TEMPEST-D,USA,Civil,LEO,0.0,399.0,407.0,10.0,,,2018-07-13,1.0,USA,Nanorack Deployer,0.0,Civil,In-Space deployer,2018
Ten-Koh,Japan,Civil,LEO,0.0,595.0,613.0,23.0,,,2018-10-29,1.0,Japan,H2A,0.0,Civil,H2A,2018
TerraSAR X 1,Germany,Government/Commercial,LEO,0.0,507.0,509.0,,,,2007-06-15,5.0,France/UK/Germany/Spain,Dnepr,0.0,Dual,Dnepr,2007
TerraStar 1,USA,Commercial,GEO,-111.0,,,,,,2009-07-01,15.0,USA,Ariane 5 ECA,0.0,Commercial,Ariane,2009
TESS,USA,Government,Elliptical,0.0,258.0,,362.0,,,2018-04-18,20.0,USA,Falcon 9,0.0,Government,Falcon,2018
TET-1,Germany,Commercial,LEO,0.0,501.0,505.0,120.0,,20.0,2012-07-22,1.0,Germany,Soyuz-Fregat,0.0,Commercial,Soyuz,2012
Thaicom-4,Thailand,Commercial,GEO,119.5,,,,,,2005-08-11,12.0,USA,Ariane 5G,0.0,Commercial,Ariane,2005
Thaicom-6,Thailand,Commercial,GEO,78.5,,,,,,2014-01-06,15.0,USA,Falcon 9,0.0,Commercial,Falcon,2014
Thaicom-8,Thailand,Commercial,GEO,78.5,,,,,,2016-05-27,15.0,USA,Falcon 9,0.0,Commercial,Falcon,2016
THEA,USA,Commercial,LEO,0.0,571.0,589.0,4.0,,,2018-12-03,,USA,Falcon 9,0.0,Commercial,Falcon,2018
THEMIS A,Multinational,Government/Civil,Elliptical,0.0,461.0,,126.0,77.0,40.0,2007-02-17,2.0,USA,Delta 2,0.0,Dual,Delta,2007
THEMIS D,Multinational,Government/Civil,Elliptical,0.0,467.0,,126.0,77.0,40.0,2007-02-17,2.0,USA,Delta 2,0.0,Dual,Delta,2007
THEMIS E,Multinational,Government/Civil,Elliptical,0.0,474.0,,126.0,77.0,40.0,2007-02-17,2.0,USA,Delta 2,0.0,Dual,Delta,2007
Theos,Thailand,Government,LEO,0.0,824.0,826.0,750.0,670.0,840.0,2008-10-01,5.0,France,Dnepr,0.0,Government,Dnepr,2008
Thor-5 ,Norway,Commercial,GEO,-0.72,,,,,,2008-02-11,15.0,USA,Proton M,0.0,Commercial,Proton,2008
Thor-6,Norway,Commercial,GEO,-1.0,,,,,,2009-10-29,15.0,France/Italy,Ariane 5,0.0,Commercial,Ariane,2009
Thor-7,Norway,Commercial,GEO,-1.0,,,,,,2015-04-26,15.0,USA,Ariane 5,0.0,Commercial,Ariane,2015
Thuraya 2,United Arab Emirates,Commercial,GEO,44.13,,,,,,2003-06-10,12.0,USA,Zenit 3SL,0.0,Commercial,Zenit,2003
Thuraya 3,United Arab Emirates,Commercial,GEO,98.6,,,,,,2008-01-15,12.0,USA,Zenit 3SL,0.0,Commercial,Zenit,2008
Tianhui 1-01,China,Government,LEO,0.0,488.0,504.0,,,,2010-08-24,,China,Long March 2D,0.0,Government,Long March,2010
Tianhui 1-02,China,Government,LEO,0.0,485.0,505.0,,,,2012-05-06,,China,Long March 2D,0.0,Government,Long March,2012
Tianhui 1-03,China,Government,LEO,0.0,489.0,500.0,,,,2015-10-26,,China,Long March 2D,0.0,Government,Long March,2015
Tianhui 2-01,China,Government,LEO,0.0,500.0,516.0,,,,2019-04-29,,China,Long March 4B,0.0,Government,Long March,2019
Tianhui 2-02,China,Government,LEO,0.0,504.0,517.0,,,,2019-04-29,,China,Long March 4B,0.0,Government,Long March,2019
Tiankun-1,China,Government,LEO,0.0,384.0,406.0,,,,2017-03-02,,China,KT-2,0.0,Government,KT,2017
TianLian 1,China,Government,GEO,77.08,,,,,,2008-04-25,,China,Long March 3C,0.0,Government,Long March,2008
TianLian 2,China,Government,GEO,176.72,,,,,,2011-07-11,,China,Long March 3C,0.0,Government,Long March,2011
TianLian 2.01,China,Government,GEO,0.0,,,,,,2019-03-31,,China,Long March 3B,0.0,Government,Long March,2019
TianLian 3 ,China,Government,GEO,16.86,,,,,,2012-07-25,,China,Long March 3C,0.0,Government,Long March,2012
TianLian 4,China,Government,GEO,76.95,,,,,,2016-11-22,,China,Long March 3C,0.0,Government,Long March,2016
Tianqi-1,China,Commercial,LEO,0.0,510.0,522.0,8.0,,,2018-10-29,,China,Long March 2C,0.0,Commercial,Long March,2018
Tianqi-2,China,Commercial,LEO,0.0,529.0,558.0,8.0,,,2019-08-17,,China,Jielong 1,0.0,Commercial,Jielong,2019
Tianqi-3,China,Commercial,LEO,0.0,557.0,576.0,8.0,,,2019-06-05,,China,Long March 11,0.0,Commercial,Long March,2019
Tianqi-4A,China,Commercial,LEO,0.0,495.0,509.0,9.0,,,2019-12-07,,China,Kuaizhou 1A,0.0,Commercial,Kuaizhou,2019
Tianqi-4B,China,Commercial,LEO,0.0,495.0,508.0,9.0,,,2019-12-07,,China,Kuaizhou 1A,0.0,Commercial,Kuaizhou,2019
Tianqi-5,China,Commercial,LEO,0.0,475.0,490.0,9.0,,,2020-01-15,,China,Long March 2D,0.0,Commercial,Long March,2020
Tianqi-6,China,Commercial,LEO,0.0,482.0,500.0,9.0,,,2020-07-25,,China,Long March 4B,0.0,Commercial,Long March,2020
Tianqin-1,China,Civil,LEO,0.0,614.0,633.0,,,,2019-12-21,,China,Long March 4B,0.0,Civil,Long March,2019
Tiantong-1,China,Government,GEO,101.43,,,,,,2016-08-05,,China,Long March 3B,0.0,Government,Long March,2016
Tiantuo-2,China,Government,LEO,0.0,477.0,493.0,67.0,,,2014-09-08,,China,Long March 4B,0.0,Government,Long March,2014
