CurrentOfficial_Name,OperatorOwner_Country,Users,Orbit_Class,GEOlongitude,Perigee_km,Apogee_km,LaunchMass_kg,DryMass_kg,Power_watts,Launch_Date,ExpectedLifetime,Contractor_Country,Launch_Vehicle,GEOlatitude,Users_group,Vehicle_group,Year
Tiantuo-3,China,Government,LEO,0.0,392.0,522.0,20.0,,,2015-09-19,,China,Long March 6,0.0,Government,Long March,2015
TW-1A,China,Civil,LEO,0.0,466.0,484.0,3.0,,,2015-09-24,,China,Long March 11,0.0,Civil,Long March,2015
TW-1C,China,Civil,LEO,0.0,466.0,486.0,5.0,,,2015-09-24,,China,Long March 11,0.0,Civil,Long March,2015
Tianxiang-1,China,Commercial,LEO,0.0,551.0,575.0,,,,2019-06-05,,China,Long March 11,0.0,Commercial,Long March,2019
Tianxiang-2,China,Commercial,LEO,0.0,557.0,575.0,,,,2019-06-05,,China,Long March 11,0.0,Commercial,Long March,2019
Xiaoxiang-1,China,Commercial,LEO,0.0,523.0,538.0,3.0,,,2019-01-21,,China,Long March 11,0.0,Commercial,Long March,2019
Xiaoxiang 1-08,China/France,Commercial,LEO,0.0,484.0,505.0,9.0,,,2019-11-03,,China,Long March 4B,0.0,Commercial,Long March,2019
TianYi-16,China,Commercial,LEO,0.0,494.0,509.0,9.0,,,2019-12-07,,China,Kuaizhou 1A,0.0,Commercial,Kuaizhou,2019
TianYi-17,China,Commercial,LEO,0.0,494.0,509.0,9.0,,,2019-12-07,,China,Kuaizhou 1A,0.0,Commercial,Kuaizhou,2019
TianYi-2,China,Commercial,LEO,0.0,527.0,547.0,8.0,,,2018-01-18,,China,Long March 11,0.0,Commercial,Long March,2018
TianYi-6,China,Commercial,LEO,0.0,528.0,545.0,8.0,,,2018-01-18,,China,Long March 11,0.0,Commercial,Long March,2018
Tianzhi-1,China,Government,LEO,0.0,488.0,504.0,27.0,,,2018-11-19,,China,Long March 2D,0.0,Government,Long March,2018
TIBA-1,Egypt,Military/Commercial,GEO,35.5,,,,,,2019-11-26,15.0,France/Italy,Ariane 5 ECA,0.0,Dual,Ariane,2019
TIGRISat,Iraq,Civil,LEO,0.0,611.0,698.0,1.0,,,2014-06-19,,Italy,Dnepr,0.0,Civil,Dnepr,2014
TIMED,USA,Government/Civil,LEO,0.0,612.0,613.0,587.0,,406.0,2001-12-07,2.0,USA,Delta 2,0.0,Dual,Delta,2001
TJS-1,China,Government,GEO,155.07,,,,,,2015-09-12,,China,Long March 3B,0.0,Government,Long March,2015
TJS-2,China,Government,GEO,107.42,,,,,,2017-01-05,,China,Long March 3B,0.0,Government,Long March,2017
TJS-3,China,Government,GEO,59.0,,,,,,2018-12-25,,China,Long March 3C,0.0,Government,Long March,2018
TJS-3 subsatellite,China,Government,GEO,59.13,,,,,,2018-12-25,,China,Long March 3C,0.0,Government,Long March,2018
TJS-4,China,Government,GEO,83.53,,,,,,2019-10-18,,China,Long March 3B,0.0,Government,Long March,2019
TJS-5,China,Government,GEO,178.0,,,,,,2020-01-07,,China,Long March 3B,0.0,Government,Long March,2020
TKSat-1,Bolivia,Government,GEO,-87.24,,,,,,2013-12-20,,China,Long March 3B,0.0,Government,Long March,2013
TRSI-Sat,Germany,Commercial,LEO,0.0,328.0,373.0,1.0,,,2019-12-06,,Germany,Electron,0.0,Commercial,Electron,2019
USA 136,USA,Military,Elliptical,0.0,,,,,,1997-11-08,,USA,Titan IVA,0.0,Military,Titan,1997
Cosmos 2428,Russia,Military,LEO,0.0,844.0,858.0,,,,2007-06-29,,Ukraine,Zenit 2M,0.0,Military,Zenit,2007
TSUBAME,Japan,Civil,LEO,0.0,505.0,569.0,49.0,,,2014-11-06,,Japan,Dnepr,0.0,Civil,Dnepr,2014
TUGSat-1,Austria,Civil,LEO,0.0,770.0,784.0,14.0,7.0,5.4,2013-02-25,,Canada,PSLV,0.0,Civil,PSLV,2013
Turkmen Alem 52E/MonacoSAT,Turkmenistan/Monaco,Government/Commercial,GEO,52.0,,,,,,2015-04-27,15.0,France/Italy,Falcon 9,0.0,Dual,Falcon,2015
Turksat 3A,Turkey,Commercial,GEO,42.04,,,,,,2008-06-12,,France,Ariane 5 ECA,0.0,Commercial,Ariane,2008
Turksat 4A,Turkey,Commercial,GEO,50.0,,,,,,2014-02-14,15.0,Japan,Proton,0.0,Commercial,Proton,2014
Turksat 4B,Turkey,Commercial,GEO,50.0,,,,,,2015-10-16,15.0,Japan,Proton,0.0,Commercial,Proton,2015
Tyvak 0092,Israel,Commercial,LEO,0.0,563.0,576.0,5.0,,,2019-12-11,,Israel,PSLV,0.0,Commercial,PSLV,2019
Tyvak 0129,Israel,Commercial,LEO,0.0,566.0,575.0,5.0,,,2019-12-11,,Israel,PSLV,0.0,Commercial,PSLV,2019
Tyvak-53b,USA,Commercial,LEO,0.0,497.0,516.0,5.0,,,2017-06-23,,USA,PSLV,0.0,Commercial,PSLV,2017
Tyvak-61c,USA,Commercial,LEO,0.0,493.0,504.0,10.0,,,2018-01-11,,USA,PSLV,0.0,Commercial,PSLV,2018
USA 146,USA,Military,GEO,72.67,,,,,,1999-11-24,4.0,USA,Atlas 2,0.0,Military,Atlas,1999
USA 174,USA,Military,GEO,71.44,,,,,,2003-12-18,4.0,USA,Atlas 3,0.0,Military,Atlas,2003
USA 95,USA,Military,GEO,28.79,,,,,,1993-09-03,,USA,Atlas 2,0.0,Military,Atlas,1993
USA 108,USA,Military,GEO,-177.12,,,,,,1995-01-29,4.0,USA,Atlas 2,0.0,Military,Atlas,1995
USA 138,USA,Military,GEO,172.28,,,,,,1998-03-16,4.0,USA,Atlas 2,0.0,Military,Atlas,1998
Uguisu,Japan,Civil,LEO,0.0,405.0,415.0,1.0,,,2019-06-17,1.5,Japan,J-SSOD Deployer,0.0,Civil,In-Space deployer,2019
UiTMSAT-1,Malaysia,Civil,LEO,0.0,398.0,408.0,1.0,,,2018-08-10,2.0,Japan,J-SSOD Deployer,0.0,Civil,In-Space deployer,2018
UK-DMC-2,United Kingdom,Government,LEO,0.0,660.0,662.0,97.0,,,2009-07-29,5.0,UK,Dnepr,0.0,Government,Dnepr,2009
Ukube-1,United Kingdom,Government,LEO,0.0,626.0,631.0,3.0,,,2014-07-08,,UK,Soyuz-2.1b,0.0,Government,Soyuz,2014
UNIFORM 1,Japan,Civil,LEO,0.0,622.0,629.0,50.0,,140.0,2014-05-24,,Japan,H2A,0.0,Civil,H2A,2014
UNITE,USA,Civil,LEO,0.0,403.0,407.0,5.0,,,2019-01-31,,USA,Nanorack Deployer,0.0,Civil,In-Space deployer,2019
Ursa Maior,Italy,Civil,LEO,0.0,496.0,512.0,5.0,,,2017-06-23,,Italy,PSLV,0.0,Civil,PSLV,2017
UWE-3,Germany,Civil,LEO,0.0,593.0,700.0,1.0,,,2013-11-21,,Germany,Dnepr,0.0,Civil,Dnepr,2013
UWE-4,Germany,Civil,LEO,0.0,572.0,585.0,2.0,,,2018-12-27,,Germany,Soyuz 2.1a,0.0,Civil,Soyuz,2018
RBSP-A,USA,Government,Elliptical,0.0,591.0,,648.0,,,2012-08-30,,USA,Atlas 5,0.0,Government,Atlas,2012
RBSP-B,USA,Government,Elliptical,0.0,595.0,,666.0,,,2012-08-30,,USA,Atlas 5,0.0,Government,Atlas,2012
VDNH-80,Russia,Civil,LEO,0.0,514.0,545.0,4.0,,,2019-07-05,,Russia,Soyuz 2.1b,0.0,Civil,Soyuz,2019
Velox 1,Singapore,Civil,LEO,0.0,642.0,655.0,4.0,,,2014-06-30,,Singapore,PSLV-CA,0.0,Civil,PSLV,2014
Velox 2,Singapore,Civil,LEO,0.0,537.0,550.0,13.0,,,2015-12-16,,Singapore,PSLV-C29,0.0,Civil,PSLV,2015
Velox C1,Singapore,Civil,LEO,0.0,533.0,550.0,123.0,,,2015-12-16,,Singapore,PSLV-C29,0.0,Civil,PSLV,2015
Venµs,France/Israel,Government,LEO,0.0,719.0,724.0,264.0,,,2017-08-01,4.5,Israel,Vega,0.0,Government,Vega,2017
ViaSat-1,USA,Commercial,GEO,-115.0,,,,,,2011-10-19,15.0,USA,Proton M,0.0,Commercial,Proton,2011
ViaSat-2,USA,Commercial,GEO,-69.9,,,,,,2017-06-01,14.0,USA,Ariane 5,0.0,Commercial,Ariane,2017
Vinasat 1,Vietnam,Government,GEO,131.97,,,,,,2008-04-18,15.0,USA,Ariane 5 ECA,0.0,Government,Ariane,2008
Vinasat 2,Vietnam,Government,GEO,131.8,,,,,,2012-05-15,15.0,USA,Ariane 5 ECA,0.0,Government,Ariane,2012
VNREDSat 1A,Vietnam,Government,LEO,0.0,682.0,685.0,115.0,,,2013-05-07,5.0,France,Vega,0.0,Government,Vega,2013
VRSS-1,Venezuela,Government,LEO,0.0,622.0,654.0,880.0,,,2012-09-28,5.0,China,Long March 2D,0.0,Government,Long March,2012
VRSS-2,Venezuela,Government,LEO,0.0,629.0,654.0,,,,2017-10-09,5.0,China,Long March 2D,0.0,Government,Long March,2017
VZLUSat-1,Czech Republic,Government,LEO,0.0,497.0,515.0,3.0,,,2017-06-23,,Czech Republic,PSLV,0.0,Government,PSLV,2017
Weina-1A,China,Government,LEO,0.0,594.0,601.0,1.0,,,2018-01-25,,China,Long March 2C,0.0,Government,Long March,2018
Weina-1B,China,Government,LEO,0.0,,,5.0,,,2018-04-10,,China,Long March 4C,0.0,Government,Long March,2018
USA 195,USA,Military,GEO,179.88,,,,,,2007-10-11,14.0,USA,Atlas 5,0.0,Military,Atlas,2007
USA 291,USA,Military,GEO,-52.0,,,,,,2019-03-16,14.0,USA,Delta 4,0.0,Military,Delta,2019
USA 204,USA,Military,GEO,60.18,,,,,,2009-04-04,14.0,USA,Atlas 5,0.0,Military,Atlas,2009
USA 211,USA,Military,GEO,-12.0,,,,,,2009-12-06,14.0,USA,Delta 4,0.0,Military,Delta,2009
USA 233,USA,Military,GEO,-124.5,,,,,,2012-01-20,14.0,USA,Delta 4,0.0,Military,Delta,2012
USA 243,USA,Military,GEO,-52.5,,,,,,2013-05-25,14.0,USA,Delta 4,0.0,Military,Delta,2013
USA 244,USA,Military,GEO,-135.22,,,,,,2013-08-08,14.0,USA,Delta 4,0.0,Military,Delta,2013
USA 263,USA,Military,GEO,174.96,,,,,,2015-07-24,14.0,USA,Delta 4,0.0,Military,Delta,2015
USA 272,USA,Military,GEO,-150.0,,,,,,2016-12-07,14.0,USA,Delta 4,0.0,Military,Delta,2016
USA 275,USA,Military,GEO,149.81,,,,,,2017-03-17,14.0,USA,Delta 4,0.0,Military,Delta,2017
WildBlue 1,USA,Commercial,GEO,-111.09,,,,,,2006-12-08,12.0,USA,Ariane 5,0.0,Commercial,Ariane,2006
WNISat-1,Japan,Commercial,LEO,0.0,594.0,849.0,10.0,,,2013-11-21,2.0,Japan,Dnepr,0.0,Commercial,Dnepr,2013
WNISat-1R,Japan,Commercial,LEO,0.0,586.0,606.0,43.0,,,2017-07-14,,Japan,Soyuz 2.1a,0.0,Commercial,Soyuz,2017
Worldview 1,USA,Commercial,LEO,0.0,491.0,494.0,,,,2007-09-18,7.25,USA,Delta 2,0.0,Commercial,Delta,2007
Worldview 2,USA,Commercial,LEO,0.0,765.0,767.0,,,,2009-10-08,,USA,Delta 2,0.0,Commercial,Delta,2009
Worldview 3,USA,Commercial,LEO,0.0,612.0,614.0,,,,2014-08-13,12.0,USA,Atlas 5,0.0,Commercial,Atlas,2014
USA 299,USA,Military,LEO,0.0,379.0,398.0,,,,2020-05-17,,USA,Atlas 5,0.0,Military,Atlas,2020
Xiaoxiang 1-04,China,Commercial,LEO,0.0,556.0,575.0,8.0,,,2019-06-05,,China,Long March 11,0.0,Commercial,Long March,2019
Xiaoxiang 1-07 ,China,Commercial,LEO,0.0,592.0,607.0,10.0,,,2019-08-30,,China,Kuaizhou 1A,0.0,Commercial,Kuaizhou,2019
Xingshidai 5,China,Commercial,LEO,0.0,529.0,560.0,10.0,,,2019-08-17,,China,Jielong 1,0.0,Commercial,Jielong,2019
Xingyun 2-01,China,Government,LEO,0.0,556.0,572.0,93.0,,,2020-05-11,,China,Kuaizhou 1A,0.0,Government,Kuaizhou,2020
Xingyun 2-02,China,Government,LEO,0.0,556.0,572.0,93.0,,,2020-05-11,,China,Kuaizhou 1A,0.0,Government,Kuaizhou,2020
Xinyan 1,China,Government,LEO,0.0,489.0,501.0,,,,2012-11-18,,China,Long March 2C,0.0,Government,Long March,2012
XJS-A,China,Government,LEO,0.0,477.0,486.0,,,,2018-06-27,,China,Long March 2C,0.0,Government,Long March,2018
XJS-B,China,Government,LEO,0.0,477.0,486.0,,,,2018-06-27,,China,Long March 2C,0.0,Government,Long March,2018
XJS-C,China,Government,LEO,0.0,476.0,483.0,,,,2020-02-19,,China,Long March 2D,0.0,Government,Long March,2020
XJS-D,China,Government,LEO,0.0,476.0,481.0,,,,2020-02-19,,China,Long March 2D,0.0,Government,Long March,2020
XJS-E,China,Government,LEO,0.0,474.0,483.0,,,,2020-02-19,,China,Long March 2D,0.0,Government,Long March,2020
XJS-F,China,Government,LEO,0.0,475.0,481.0,,,,2020-02-19,,China,Long March 2D,0.0,Government,Long March,2020
XJS-G,China,Government,LEO,0.0,467.0,485.0,,,,2020-05-29,,China,Long March 11,0.0,Government,Long March,2020
XJS-H,China,Government,LEO,0.0,466.0,485.0,,,,2020-05-29,,China,Long March 11,0.0,Government,Long March,2020
XM 3,USA,Commercial,GEO,-85.04,,,,,,2005-03-01,15.0,USA,Zenit 3SL,0.0,Commercial,Zenit,2005
XM 4,USA,Commercial,GEO,-114.96,,,,,,2006-10-30,15.0,USA,Zenit 3SL,0.0,Commercial,Zenit,2006
XMM Newton,ESA,Government,Elliptical,0.0,,,,,,1999-12-10,10.0,International,Ariane 5,0.0,Government,Ariane,1999
XPNav-1,China,Government,LEO,0.0,493.0,513.0,240.0,,,2016-11-09,,China,Long March 11,0.0,Government,Long March,2016
X-Sat,Singapore,Government,LEO,0.0,801.0,823.0,91.0,,175.0,2011-04-20,3.0,Singapore,PSLV C16,0.0,Government,PSLV,2011
XTAR-EUR,Spain,Military/Government,GEO,29.03,,,,,,2005-02-12,15.0,USA,Ariane 5 ECA,0.0,Dual,Ariane,2005
XW-1,China,Civil,LEO,0.0,,,60.0,,,2009-12-15,,China,Long March 4C,0.0,Civil,Long March,2009
XW-2A,China,Civil,LEO,0.0,518.0,535.0,25.0,,,2015-09-19,,China,Long March 6,0.0,Civil,Long March,2015
XW-2B,China,Civil,LEO,0.0,520.0,539.0,10.0,,,2015-09-19,,China,Long March 6,0.0,Civil,Long March,2015
XW-2C,China,Civil,LEO,0.0,519.0,538.0,10.0,,,2015-09-19,,China,Long March 6,0.0,Civil,Long March,2015
XW-2D,China,Civil,LEO,0.0,520.0,539.0,10.0,,,2015-09-19,,China,Long March 6,0.0,Civil,Long March,2015
XW-2F,China,Civil,LEO,0.0,520.0,540.0,2.0,,,2015-09-19,,China,Long March 6,0.0,Civil,Long March,2015
XY-S1,China,Government,LEO,0.0,529.0,541.0,2.0,,,2017-01-09,,China,Kuaizhou,0.0,Government,Kuaizhou,2017
Yahsat-1A,United Arab Emirates,Military/Commercial,GEO,52.5,,,,,,2011-04-22,15.0,France,Ariane 5,0.0,Dual,Ariane,2011
Yahsat-1B,United Arab Emirates,Military/Commercial,GEO,47.6,,,,,,2012-04-23,,France,Proton M,0.0,Dual,Proton,2012
Yamal-202,Russia,Commercial,GEO,49.03,,,,,,2003-11-24,12.0,Russia,Proton K,0.0,Commercial,Proton,2003
Yamal-300K,Russia,Commercial,GEO,90.0,,,,,,2012-11-02,,Russia,Proton M,0.0,Commercial,Proton,2012
Yamal-401,Russia,Commercial,GEO,90.0,,,,,,2014-12-15,15.0,Russia,Proton M,0.0,Commercial,Proton,2014
Yamal-402,Russia,Commercial,GEO,55.0,,,,,,2012-12-08,11.0,France,Proton M,0.0,Commercial,Proton,2012
Yamal-601,Russia,Commercial,GEO,49.0,,,,,,2019-05-30,15.0,France,Proton,0.0,Commercial,Proton,2019
Yaogan 10,China,Military,LEO,0.0,625.0,628.0,,,,2010-08-09,,China,Long March 4C,0.0,Military,Long March,2010
Yaogan 11,China,Military,LEO,0.0,626.0,668.0,,,,2010-09-22,,China,Long March 2D,0.0,Military,Long March,2010
Yaogan 12,China,Military,LEO,0.0,487.0,496.0,,,,2011-11-09,,China,Long March 4B,0.0,Military,Long March,2011
Yaogan 13,China,Military,LEO,0.0,506.0,507.0,,,,2011-11-29,,China,Long March 2C,0.0,Military,Long March,2011
Yaogan 14,China,Military,LEO,0.0,469.0,481.0,,,,2012-05-10,,China,Long March 4B,0.0,Military,Long March,2012
Yaogan 15,China,Military,LEO,0.0,,,,,,2012-05-29,,China,Long March 4C,0.0,Military,Long March,2012
Yaogan 16A,China,Military,LEO,0.0,,,,,,2012-11-25,,China,Long March 4C,0.0,Military,Long March,2012
Yaogan 16B,China,Military,LEO,0.0,,,,,,2012-11-25,,China,Long March 4C,0.0,Military,Long March,2012
Yaogan 16C,China,Military,LEO,0.0,,,,,,2012-11-25,,China,Long March 4C,0.0,Military,Long March,2012
Yaogan 17A,China,Military,LEO,0.0,,,,,,2013-09-01,,China,Long March 4C,0.0,Military,Long March,2013
Yaogan 17B,China,Military,LEO,0.0,,,,,,2013-09-01,,China,Long March 4C,0.0,Military,Long March,2013
Yaogan 17C,China,Military,LEO,0.0,890.0,,,,,2013-09-01,,China,Long March 4C,0.0,Military,Long March,2013
Yaogan 18,China,Military,LEO,0.0,509.0,513.0,,,,2013-10-29,,China,Long March 2C,0.0,Military,Long March,2013
Yaogan 19,China,Military,LEO,0.0,,,,,,2013-11-20,,China,Long March 4C,0.0,Military,Long March,2013
Yaogan 20A,China,Military,LEO,0.0,,,,,,2014-08-09,,China,Long March 4C,0.0,Military,Long March,2014
Yaogan 20B,China,Military,LEO,0.0,,,,,,2014-08-09,,China,Long March 4C,0.0,Military,Long March,2014
Yaogan 20C,China,Military,LEO,0.0,,,,,,2014-08-09,,China,Long March 4C,0.0,Military,Long March,2014
Yaogan 21,China,Military,LEO,0.0,480.0,494.0,,,,2014-09-08,,China,Long March 4B,0.0,Military,Long March,2014
Yaogan 22,China,Military,LEO,0.0,,,,,,2014-10-20,,China,Long March 4C,0.0,Military,Long March,2014
Yaogan 23,China,Military,LEO,0.0,492.0,513.0,,,,2014-11-14,,China,Long March 2C,0.0,Military,Long March,2014
Yaogan 24,China,Military,LEO,0.0,630.0,653.0,,,,2014-11-20,,China,Long March 2C,0.0,Military,Long March,2014
Yaogan 25A,China,Military,LEO,0.0,,,,,,2014-12-10,,China,Long March 4C,0.0,Military,Long March,2014
Yaogan 25B,China,Military,LEO,0.0,,,,,,2014-12-10,,China,Long March 4C,0.0,Military,Long March,2014
Yaogan 25C,China,Military,LEO,0.0,,,,,,2014-12-10,,China,Long March 4C,0.0,Military,Long March,2014
Yaogan 26,China,Military,LEO,0.0,487.0,491.0,,,,2014-12-27,,China,Long March 4B,0.0,Military,Long March,2014
Yaogan 27,China,Military,LEO,0.0,,,,,,2015-08-27,,China,Long March 4C,0.0,Military,Long March,2015
Yaogan 28,China,Military,LEO,0.0,460.0,482.0,,,,2015-11-08,,China,Long March 4B,0.0,Military,Long March,2015
Yaogan 29,China,Military,LEO,0.0,628.0,629.0,,,,2015-11-26,,China,Long March 4C,0.0,Military,Long March,2015
Yaogan 30,China,Military,LEO,0.0,628.0,656.0,,,,2016-05-15,,China,Long March 2D,0.0,Military,Long March,2016
Yaogan 30-1-1,China,Military,LEO,0.0,592.0,599.0,,,,2017-09-29,,China,Long March 2C,0.0,Military,Long March,2017
Yaogan 30-1-2,China,Military,LEO,0.0,592.0,599.0,,,,2017-09-29,,China,Long March 2C,0.0,Military,Long March,2017
Yaogan 30-1-3,China,Military,LEO,0.0,592.0,599.0,,,,2017-09-29,,China,Long March 2C,0.0,Military,Long March,2017
Yaogan 30-16,China,Military,LEO,0.0,595.0,602.0,,,,2020-03-24,,China,Long March 2C,0.0,Military,Long March,2020
Yaogan 30-17,China,Military,LEO,0.0,597.0,601.0,,,,2020-03-24,,China,Long March 2C,0.0,Military,Long March,2020
Yaogan 30-2-1,China,Military,LEO,0.0,590.0,603.0,,,,2017-11-26,,China,Long March 2C,0.0,Military,Long March,2017
Yaogan 30-2-2,China,Military,LEO,0.0,589.0,603.0,,,,2017-11-26,,China,Long March 2C,0.0,Military,Long March,2017
Yaogan 30-2-3,China,Military,LEO,0.0,589.0,603.0,,,,2017-11-26,,China,Long March 2C,0.0,Military,Long March,2017
Yaogan 30-3-1,China,Military,LEO,0.0,590.0,602.0,,,,2017-12-25,,China,Long March 2C,0.0,Military,Long March,2017
Yaogan 30-3-2,China,Military,LEO,0.0,590.0,602.0,,,,2017-12-25,,China,Long March 2C,0.0,Military,Long March,2017
Yaogan 30-3-3,China,Military,LEO,0.0,591.0,602.0,,,,2017-12-25,,China,Long March 2C,0.0,Military,Long March,2017
Yaogan 30-4-1,China,Military,LEO,0.0,591.0,601.0,,,,2018-01-25,,China,Long March 2C,0.0,Military,Long March,2018
Yaogan 30-4-2,China,Military,LEO,0.0,591.0,601.0,,,,2018-01-25,,China,Long March 2C,0.0,Military,Long March,2018
Yaogan 30-4-3,China,Military,LEO,0.0,591.0,602.0,,,,2018-01-25,,China,Long March 2C,0.0,Military,Long March,2018
Yaogan 30-5-1 ,China,Military,LEO,0.0,589.0,604.0,,,,2019-07-26,,China,Long March 2C,0.0,Military,Long March,2019
Yaogan 30-5-2 ,China,Military,LEO,0.0,588.0,605.0,,,,2019-07-26,,China,Long March 2C,0.0,Military,Long March,2019
Yaogan 30-5-3 ,China,Military,LEO,0.0,587.0,603.0,,,,2019-07-26,,China,Long March 2C,0.0,Military,Long March,2019
Yaogan 31-1-1,China,Military,LEO,0.0,,,,,,2018-04-10,,China,Long March 4C,0.0,Military,Long March,2018
Yaogan 31-1-2,China,Military,LEO,0.0,,,,,,2018-04-10,,China,Long March 4C,0.0,Military,Long March,2018
Yaogan 31-1-3,China,Military,LEO,0.0,,,,,,2018-04-10,,China,Long March 4C,0.0,Military,Long March,2018
Yaogan 32-1-1,China,Military,LEO,0.0,689.0,704.0,,,,2018-10-08,,China,Long March 2C,0.0,Military,Long March,2018
Yaogan 4,China,Government,LEO,0.0,635.0,658.0,,,,2008-12-01,,China,Long March 2D,0.0,Government,Long March,2008
Yaogan 6,China,Government,LEO,0.0,511.0,512.0,,,,2009-04-22,,China,Long March 2C,0.0,Government,Long March,2009
Yaogan 7,China,Government,LEO,0.0,628.0,665.0,,,,2009-12-09,,China,Long March 2D,0.0,Government,Long March,2009
Yaogan 8,China,Government,LEO,0.0,,,,,,2009-12-15,,China,Long March 4C,0.0,Government,Long March,2009
Yaogan 9A,China,Government,LEO,0.0,,,,,,2010-03-05,,China,Long March 4C,0.0,Government,Long March,2010
Yaogan 9B,China,Government,LEO,0.0,,,,,,2010-03-05,,China,Long March 4C,0.0,Government,Long March,2010
Yaogan 9C,China,Government,LEO,0.0,,,,,,2010-03-05,,China,Long March 4C,0.0,Government,Long March,2010
Yaogan 30-18,China,Military,LEO,0.0,591.0,602.0,,,,2020-03-24,,China,Long March 2C,0.0,Military,Long March,2020
Yaogan 32-1-2,China,Military,LEO,0.0,681.0,698.0,,,,2018-10-08,,China,Long March 2C,0.0,Military,Long March,2018
Yinhe 1,China,Commercial,LEO,0.0,621.0,637.0,227.0,,,2020-01-16,,China,Kuaizhou 1A,0.0,Commercial,Kuaizhou,2020
Youthsat,India,Government,LEO,0.0,802.0,824.0,92.0,,,2011-04-20,2.0,India,PSLV C16,0.0,Government,PSLV,2011
Yubileiny,Russia,Civil,LEO,0.0,,,45.0,,,2008-05-23,,Russia,Rokot,0.0,Civil,Rokot,2008
Yunhai-1,China,Government,LEO,0.0,747.0,798.0,,,,2016-11-11,,China,Long March 2D,0.0,Government,Long March,2016
Yunhai-1 2,China,Government,LEO,0.0,782.0,785.0,,,,2019-09-25,,China,Long March 2D,0.0,Government,Long March,2019
Yunhai-2 01,China,Government,LEO,0.0,516.0,524.0,,,,2018-12-29,,China,Long March 2D,0.0,Government,Long March,2018
Yunhai-2 02,China,Government,LEO,0.0,514.0,523.0,,,,2018-12-29,,China,Long March 2D,0.0,Government,Long March,2018
Yunhai-2 03,China,Government,LEO,0.0,512.0,524.0,,,,2018-12-29,,China,Long March 2D,0.0,Government,Long March,2018
Yunhai-2 04,China,Government,LEO,0.0,,,,,,2018-12-29,,China,Long March 2D,0.0,Government,Long March,2018
Yunhai-2 05,China,Government,LEO,0.0,,,,,,2018-12-29,,China,Long March 2D,0.0,Government,Long March,2018
Yunhai-2 06,China,Government,LEO,0.0,,,,,,2018-12-29,,China,Long March 2D,0.0,Government,Long March,2018
ZACUBE-1,South Africa,Civil,LEO,0.0,592.0,633.0,2.0,,,2013-11-21,,South Africa,Dnepr,0.0,Civil,Dnepr,2013
ZACUBE-2,South Africa,Civil,LEO,0.0,480.0,508.0,4.0,,,2018-11-27,,South Africa,Soyuz 2.1a,0.0,Civil,Soyuz,2018
Ziyuan 2C,China,Military,LEO,0.0,555.0,606.0,,,,2004-11-04,5.0,China,Long March 4B,0.0,Military,Long March,2004
Zhangheng 1,China/Italy,Government,LEO,0.0,488.0,509.0,730.0,,,2018-02-02,5.0,China/Italy,Long March 2D,0.0,Government,Long March,2018
ZP-1B,China,Civil,LEO,0.0,619.0,653.0,4.0,,,2010-09-22,,China,Long March 2D,0.0,Civil,Long March,2010
ZP-1C,China,Civil,LEO,0.0,620.0,653.0,4.0,,,2010-09-22,,China,Long March 2D,0.0,Civil,Long March,2010
ZP-2A,China,Civil,LEO,0.0,517.0,534.0,12.0,,,2015-09-19,,China,Long March 6,0.0,Civil,Long March,2015
ZP-2B,China,Civil,LEO,0.0,517.0,535.0,12.0,,,2015-09-19,,China,Long March 6,0.0,Civil,Long March,2015
ZP-3A,China,Civil,LEO,0.0,486.0,503.0,12.0,,,2020-06-17,,China,Long March 2D,0.0,Civil,Long March,2020
Zhongxing 10,China,Government,GEO,110.5,,,,,,2011-06-20,15.0,China,Long March 3B,0.0,Government,Long March,2011
Zhongxing 11,China,Commercial,GEO,98.0,,,,,,2013-05-01,15.0,China,Long March 3B,0.0,Commercial,Long March,2013
Zhongxing 12,China,Government,GEO,87.5,,,,,,2012-11-27,,France,Long March 3B,0.0,Government,Long March,2012
Zhongxing 1A,China,Military,GEO,129.84,,,,,,2011-09-18,,China,Long March 3B,0.0,Military,Long March,2011
Zhongxing 1C,China,Commercial,GEO,81.0,,,,,,2015-12-09,15.0,China,Long March 3B,0.0,Commercial,Long March,2015
Zhongxing 20A,China,Military,GEO,130.0,,,,,,2010-11-24,,China,Long March 3B,0.0,Military,Long March,2010
Zhongxing 2A,China,Military/Government,GEO,98.0,,,,,,2012-05-26,,China,Long March 3B,0.0,Dual,Long March,2012
Zhongxing 2C,China,Government/Commercial,GEO,103.43,,,,,,2015-11-03,15.0,China,Long March 3B,0.0,Dual,Long March,2015
Zhongxing 2D,China,Government/Commercial,GEO,130.0,,,,,,2019-01-10,,China,Long March 3B,0.0,Dual,Long March,2019
Zhongxing 6B,China,Government/Commercial,GEO,115.58,,,,,,2007-07-06,15.0,France/Italy,Long March 3B,0.0,Dual,Long March,2007
Zhongxing 6C,China,Government/Commercial,GEO,130.0,,,,,,2019-03-11,15.0,China,Long March 3B,0.0,Dual,Long March,2019
Zhongxing 9,China,Government,GEO,92.22,,,,,,2008-06-09,,France,Long March 3B,0.0,Government,Long March,2008
Zhongxing 9A,China,Government/Commercial,GEO,101.4,,,,,,2017-06-18,15.0,China,Long March 3B,0.0,Dual,Long March,2017
OHS-1,China,Commercial,LEO,0.0,494.0,511.0,90.0,,,2018-04-26,,China,Long March 11,0.0,Commercial,Long March,2018
